id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,image_path,image_exists,log_price,spatial_bin
7154200070,20141124T000000,995000,5,3.25,3970,8029,2.0,0,2,3,9,2970,1000,1979,0,98177,47.7764,-122.385,2520,8214,/Users/khushirawat/Desktop/CDC/data/images/11.png,True,13.81049902116535,2389_-6119
4139490210,20140730T000000,1285000,4,3.5,4080,14450,2.0,0,2,3,12,3210,870,1998,0,98006,47.5519,-122.106,4080,12114,/Users/khushirawat/Desktop/CDC/data/images/12.png,True,14.06627005452127,2378_-6105
9264901040,20140516T000000,239900,4,2.25,1860,7000,1.0,0,0,3,8,1120,740,1979,0,98023,47.3127,-122.339,1990,8937,/Users/khushirawat/Desktop/CDC/data/images/13.png,True,12.3879816172226,2366_-6117
4273000095,20150511T000000,340000,4,1.75,1400,8374,1.0,0,0,3,7,1400,0,1953,0,98166,47.4735,-122.344,1420,8360,/Users/khushirawat/Desktop/CDC/data/images/14.png,True,12.73670383776449,2374_-6117
8691410310,20150213T000000,680000,4,2.5,3290,6012,2.0,0,0,3,9,3290,0,2005,0,98075,47.5961,-121.98,3210,6005,/Users/khushirawat/Desktop/CDC/data/images/15.png,True,13.429849547739444,2380_-6099
8663260030,20141118T000000,416000,3,2.5,1800,5372,2.0,0,0,3,8,1800,0,1987,0,98034,47.7188,-122.177,1650,6014,/Users/khushirawat/Desktop/CDC/data/images/17.png,True,12.938442943086665,2386_-6109
7016300050,20140723T000000,420000,4,2.5,2030,8100,1.0,0,0,3,7,1150,880,1973,0,98034,47.7404,-122.186,1770,8071,/Users/khushirawat/Desktop/CDC/data/images/18.png,True,12.948012371209098,2387_-6109
7968460240,20150211T000000,257000,3,1.75,1330,36537,1.0,0,0,4,7,1330,0,1989,0,98092,47.3126,-122.129,1650,35100,/Users/khushirawat/Desktop/CDC/data/images/19.png,True,12.456835254920371,2366_-6106
7849202296,20150130T000000,339900,3,2.5,1470,4675,2.0,0,0,3,7,1470,0,1999,0,98065,47.5261,-121.827,1500,4385,/Users/khushirawat/Desktop/CDC/data/images/22.png,True,12.736409677721657,2376_-6091
8585400135,20141105T000000,585000,4,1.75,1760,5356,1.0,0,0,4,7,920,840,1950,0,98115,47.679,-122.288,1680,5184,/Users/khushirawat/Desktop/CDC/data/images/23.png,True,13.279368835614243,2384_-6114
6163900411,20141003T000000,310000,2,1.0,1050,8220,1.0,0,0,4,6,780,270,1947,0,98155,47.7598,-122.316,1340,7651,/Users/khushirawat/Desktop/CDC/data/images/24.png,True,12.644330802262578,2388_-6116
2558640110,20140514T000000,498000,4,2.75,2270,7375,1.0,0,0,4,7,1290,980,1973,0,98034,47.7222,-122.168,1750,7760,/Users/khushirawat/Desktop/CDC/data/images/25.png,True,13.118357364036902,2386_-6108
3876600120,20150422T000000,265000,3,1.5,1780,10196,1.0,0,0,4,7,1270,510,1967,0,98001,47.3375,-122.291,1320,7875,/Users/khushirawat/Desktop/CDC/data/images/27.png,True,12.487488878546145,2367_-6115
8691330260,20141208T000000,820000,4,2.75,3540,13515,2.0,0,0,3,10,3540,0,1998,0,98075,47.5945,-121.982,3540,11538,/Users/khushirawat/Desktop/CDC/data/images/28.png,True,13.617060838751888,2380_-6099
809002610,20140718T000000,485000,4,1.0,1150,2560,1.5,0,0,3,7,1150,0,1909,0,98109,47.6368,-122.355,1890,3000,/Users/khushirawat/Desktop/CDC/data/images/30.png,True,13.091906231773164,2382_-6118
1778500595,20150413T000000,683000,5,1.5,1720,4000,1.5,0,0,3,7,1520,200,1925,0,98112,47.6197,-122.287,2280,4000,/Users/khushirawat/Desktop/CDC/data/images/31.png,True,13.434251602680698,2381_-6114
7504020670,20140520T000000,598000,5,2.25,2890,12478,2.0,0,0,3,9,2890,0,1977,0,98074,47.6295,-122.052,2570,11880,/Users/khushirawat/Desktop/CDC/data/images/33.png,True,13.301347705172173,2381_-6103
3630110370,20140624T000000,420000,3,2.5,2140,3821,2.0,0,0,3,8,2140,0,2005,0,98029,47.5541,-121.995,2860,3841,/Users/khushirawat/Desktop/CDC/data/images/34.png,True,12.948012371209098,2378_-6100
2490200620,20140811T000000,535000,3,1.0,1660,5100,1.0,0,0,3,7,1260,400,1957,0,98136,47.5323,-122.383,1230,5100,/Users/khushirawat/Desktop/CDC/data/images/35.png,True,13.190023895035274,2377_-6119
1775801340,20140606T000000,415000,3,1.75,1910,12596,1.0,0,0,3,7,1340,570,1977,0,98072,47.7399,-122.099,1550,13310,/Users/khushirawat/Desktop/CDC/data/images/36.png,True,12.936036208848487,2387_-6105
1683600240,20150320T000000,234975,3,1.75,1650,8073,1.0,0,0,3,7,1100,550,1980,0,98092,47.3187,-122.182,1280,8073,/Users/khushirawat/Desktop/CDC/data/images/37.png,True,12.367238660251337,2366_-6109
1180002378,20140926T000000,299000,4,2.5,1950,3000,2.0,0,0,3,7,1950,0,2002,0,98178,47.4977,-122.226,1170,6000,/Users/khushirawat/Desktop/CDC/data/images/38.png,True,12.608202196848836,2375_-6111
7955050170,20150410T000000,455000,3,2.25,1790,7500,1.0,0,0,3,7,1390,400,1973,0,98034,47.7321,-122.198,1940,7192,/Users/khushirawat/Desktop/CDC/data/images/39.png,True,13.02805489573287,2387_-6110
7518507580,20150502T000000,581000,2,1.0,1170,4080,1.0,0,0,4,7,1170,0,1909,0,98117,47.6784,-122.386,1560,4586,/Users/khushirawat/Desktop/CDC/data/images/40.png,True,13.272507757002963,2384_-6119
1441600020,20140527T000000,960000,5,4.0,3720,15200,2.0,0,0,3,10,3720,0,2005,0,98075,47.5956,-122.026,4100,19036,/Users/khushirawat/Desktop/CDC/data/images/41.png,True,13.774689605110144,2380_-6101
5101408599,20140611T000000,465000,4,1.75,1470,5350,1.0,0,0,3,7,980,490,1955,0,98125,47.7048,-122.315,1970,6138,/Users/khushirawat/Desktop/CDC/data/images/42.png,True,13.049794835104816,2385_-6116
3668000070,20150105T000000,212000,3,1.75,1060,7875,1.0,0,0,4,7,1060,0,1986,0,98092,47.2761,-122.152,1420,7680,/Users/khushirawat/Desktop/CDC/data/images/45.png,True,12.264346270624157,2364_-6108
8562720390,20140825T000000,1050000,4,4.0,4320,8709,2.0,0,0,3,11,3190,1130,2006,0,98027,47.5369,-122.07,4010,8321,/Users/khushirawat/Desktop/CDC/data/images/46.png,True,13.864301674514206,2377_-6103
9835801000,20140625T000000,245700,3,2.25,1640,8400,1.0,0,0,3,8,1180,460,1968,0,98032,47.3733,-122.289,1600,8120,/Users/khushirawat/Desktop/CDC/data/images/47.png,True,12.411870628505058,2369_-6114
8856890020,20150224T000000,265000,3,1.75,1680,9769,1.0,0,0,3,8,1340,340,1989,0,98058,47.4631,-122.126,1730,9686,/Users/khushirawat/Desktop/CDC/data/images/48.png,True,12.487488878546145,2373_-6106
9257900010,20150422T000000,499900,4,2.25,2360,7650,1.0,0,0,3,8,1640,720,1963,0,98155,47.75,-122.292,2320,11060,/Users/khushirawat/Desktop/CDC/data/images/50.png,True,13.12216535779974,2388_-6115
4213910030,20150401T000000,550000,4,2.5,1670,5116,2.0,0,0,3,8,1670,0,1999,0,98155,47.7667,-122.33,1910,7210,/Users/khushirawat/Desktop/CDC/data/images/52.png,True,13.217675375388819,2388_-6116
2923500010,20150114T000000,757500,5,2.25,3160,8065,2.0,0,0,3,8,3160,0,1977,0,98027,47.5678,-122.089,2540,7917,/Users/khushirawat/Desktop/CDC/data/images/53.png,True,13.537780136496803,2378_-6104
461002025,20150501T000000,501000,2,2.0,1300,2500,1.0,0,0,4,7,770,530,1926,0,98117,47.6831,-122.373,1160,5000,/Users/khushirawat/Desktop/CDC/data/images/54.png,True,13.124363376072994,2384_-6119
9277700075,20140818T000000,355000,2,1.0,840,6720,1.0,0,0,3,7,840,0,1952,0,98116,47.5707,-122.396,1250,6720,/Users/khushirawat/Desktop/CDC/data/images/55.png,True,12.779875885354993,2379_-6120
1788700070,20140627T000000,170000,2,1.0,810,8424,1.0,0,0,4,6,810,0,1959,0,98023,47.3286,-122.346,820,8424,/Users/khushirawat/Desktop/CDC/data/images/57.png,True,12.04355959836804,2366_-6117
5411600020,20150304T000000,702000,4,2.5,2810,4922,2.0,0,0,3,9,2810,0,2005,0,98074,47.614,-122.041,2920,4922,/Users/khushirawat/Desktop/CDC/data/images/58.png,True,13.461690107508359,2381_-6102
1561900180,20150311T000000,395000,3,2.5,2300,8938,2.0,0,0,3,9,2300,0,1989,0,98031,47.4181,-122.211,2570,9694,/Users/khushirawat/Desktop/CDC/data/images/59.png,True,12.886643575525625,2371_-6111
3300701440,20140729T000000,409000,2,1.75,1480,4000,1.0,0,0,4,6,740,740,1925,0,98117,47.6916,-122.38,1060,4000,/Users/khushirawat/Desktop/CDC/data/images/60.png,True,12.921472880009725,2385_-6119
7853230590,20141029T000000,435000,4,2.5,2190,6578,2.0,0,0,3,7,2190,0,2004,0,98065,47.5305,-121.847,2190,5416,/Users/khushirawat/Desktop/CDC/data/images/61.png,True,12.983103608918753,2377_-6092
3601800580,20141021T000000,250000,4,2.0,2600,9000,1.0,0,0,3,8,1410,1190,1959,0,98032,47.381,-122.299,2600,7200,/Users/khushirawat/Desktop/CDC/data/images/62.png,True,12.429220196836383,2369_-6115
8700100010,20140710T000000,315000,3,2.5,2340,6837,2.0,0,0,3,7,2340,0,1992,0,98030,47.3608,-122.194,1850,6209,/Users/khushirawat/Desktop/CDC/data/images/64.png,True,12.660331092405906,2368_-6110
7231501610,20141023T000000,327000,4,1.0,1620,6000,1.5,0,0,5,7,1620,0,1905,0,98055,47.4763,-122.206,1310,6000,/Users/khushirawat/Desktop/CDC/data/images/65.png,True,12.69771850797869,2374_-6110
1245500099,20150506T000000,702000,3,2.5,2190,8528,1.0,0,0,3,8,1760,430,1991,0,98033,47.6943,-122.209,2060,9811,/Users/khushirawat/Desktop/CDC/data/images/67.png,True,13.461690107508359,2385_-6110
9831200520,20141006T000000,1443920,4,3.0,3720,5000,2.5,0,0,5,9,2720,1000,1905,0,98102,47.6282,-122.322,2610,5000,/Users/khushirawat/Desktop/CDC/data/images/68.png,True,14.182872887797034,2381_-6116
739800250,20150222T000000,269000,3,2.25,1420,7297,1.0,0,0,3,7,1130,290,1984,0,98031,47.4046,-122.194,1730,7419,/Users/khushirawat/Desktop/CDC/data/images/70.png,True,12.502470376049185,2370_-6110
293760050,20140627T000000,1050000,4,4.25,4390,13833,2.0,0,3,3,10,3320,1070,2003,0,98029,47.5566,-122.026,3850,11652,/Users/khushirawat/Desktop/CDC/data/images/71.png,True,13.864301674514206,2378_-6101
3819800580,20141204T000000,400000,4,2.0,2070,10800,2.0,0,0,3,7,2070,0,1982,0,98011,47.7264,-122.237,1880,10800,/Users/khushirawat/Desktop/CDC/data/images/74.png,True,12.899222326086994,2386_-6112
3211200460,20140806T000000,389000,4,1.0,1520,9800,1.5,0,0,4,7,1520,0,1971,0,98034,47.7303,-122.236,1540,7700,/Users/khushirawat/Desktop/CDC/data/images/75.png,True,12.871337193291367,2387_-6112
263000291,20140904T000000,433500,3,1.75,1540,9450,1.0,0,0,4,6,1040,500,1919,0,98103,47.6985,-122.348,1200,5400,/Users/khushirawat/Desktop/CDC/data/images/76.png,True,12.979649382005148,2385_-6117
2655500241,20140814T000000,1699000,3,3.25,4160,35153,3.0,0,2,3,12,3690,470,2001,0,98040,47.5749,-122.214,3290,11533,/Users/khushirawat/Desktop/CDC/data/images/78.png,True,14.345550989235415,2379_-6111
7454001280,20140611T000000,220000,3,1.0,1050,6300,1.0,0,0,3,6,1050,0,1942,0,98146,47.5128,-122.374,740,6300,/Users/khushirawat/Desktop/CDC/data/images/79.png,True,12.301387370778713,2376_-6119
984200690,20140618T000000,299000,5,2.5,2220,9360,1.0,0,0,4,7,1110,1110,1968,0,98058,47.4341,-122.169,1780,7704,/Users/khushirawat/Desktop/CDC/data/images/80.png,True,12.608202196848836,2372_-6108
5332200515,20150209T000000,1050000,3,1.75,2650,5512,2.0,0,0,3,9,2250,400,1984,0,98112,47.6265,-122.295,1440,5100,/Users/khushirawat/Desktop/CDC/data/images/81.png,True,13.864301674514206,2381_-6115
4340610080,20140804T000000,269500,2,1.0,800,1200,2.0,0,0,3,7,800,0,1999,0,98103,47.6969,-122.347,806,1200,/Users/khushirawat/Desktop/CDC/data/images/83.png,True,12.504327379899443,2385_-6117
269000221,20140826T000000,779000,3,1.75,2320,6400,1.0,0,2,4,8,1420,900,1957,0,98199,47.6449,-122.389,2540,7680,/Users/khushirawat/Desktop/CDC/data/images/84.png,True,13.565767608549109,2382_-6119
2420069251,20150225T000000,262000,1,0.75,520,12981,1.0,0,0,5,3,520,0,1920,0,98022,47.2082,-121.995,1340,12233,/Users/khushirawat/Desktop/CDC/data/images/85.png,True,12.476103599529843,2360_-6100
3904100065,20141028T000000,340000,2,1.0,1280,9690,1.0,0,0,4,6,640,640,1919,0,98118,47.5341,-122.279,1630,15884,/Users/khushirawat/Desktop/CDC/data/images/87.png,True,12.73670383776449,2377_-6114
7625702263,20140612T000000,402000,3,3.5,1240,1666,2.0,0,0,3,7,1000,240,2008,0,98136,47.5496,-122.388,1110,1027,/Users/khushirawat/Desktop/CDC/data/images/88.png,True,12.904209855160254,2377_-6119
4037400295,20140730T000000,618000,4,2.25,2530,8736,1.0,0,0,4,7,1210,1320,1958,0,98008,47.6049,-122.126,1720,8500,/Users/khushirawat/Desktop/CDC/data/images/90.png,True,13.334245354561496,2380_-6106
5016001285,20140609T000000,750000,4,3.25,2050,5000,2.0,0,0,4,8,1370,680,1987,0,98112,47.6235,-122.298,1720,5000,/Users/khushirawat/Desktop/CDC/data/images/91.png,True,13.527829818844937,2381_-6115
1310700210,20140603T000000,268000,3,1.75,1970,10270,1.0,0,0,4,8,1970,0,1966,0,98032,47.3619,-122.285,1970,8400,/Users/khushirawat/Desktop/CDC/data/images/93.png,True,12.498745990829315,2368_-6114
2622059138,20150416T000000,339000,3,1.5,1740,21980,1.0,0,0,4,7,1740,0,1973,0,98042,47.3644,-122.132,1400,16100,/Users/khushirawat/Desktop/CDC/data/images/94.png,True,12.733758336210744,2368_-6107
8651443420,20141017T000000,280000,4,2.0,1710,5440,1.0,0,0,5,8,1030,680,1976,0,98042,47.366,-122.093,1620,6696,/Users/khushirawat/Desktop/CDC/data/images/95.png,True,12.54254845357358,2368_-6105
7287100035,20140731T000000,380000,3,2.0,2010,16736,2.0,0,0,4,6,2010,0,1929,0,98133,47.7643,-122.352,1890,11477,/Users/khushirawat/Desktop/CDC/data/images/96.png,True,12.847929163278053,2388_-6118
4232900310,20141029T000000,1430000,5,4.25,3350,3600,2.0,0,0,3,10,2260,1090,2014,0,98119,47.6351,-122.364,1810,3600,/Users/khushirawat/Desktop/CDC/data/images/98.png,True,14.173185701536545,2382_-6118
6649900301,20141231T000000,579000,3,2.5,2300,18540,1.0,0,0,3,8,1800,500,1961,0,98177,47.7767,-122.369,2460,18540,/Users/khushirawat/Desktop/CDC/data/images/101.png,True,13.269059483669357,2389_-6118
5315100805,20141218T000000,650000,3,1.75,1940,10245,1.0,0,0,3,7,1940,0,1957,0,98040,47.5833,-122.241,2720,11448,/Users/khushirawat/Desktop/CDC/data/images/102.png,True,13.384729180332174,2379_-6112
7925100271,20140520T000000,430000,3,1.75,1200,4500,1.0,0,0,5,7,1200,0,1906,0,98108,47.5553,-122.316,1340,4500,/Users/khushirawat/Desktop/CDC/data/images/104.png,True,12.971542813248437,2378_-6116
6163901061,20141211T000000,329000,4,2.0,1190,7877,1.5,0,0,5,7,1190,0,1946,0,98155,47.7538,-122.322,1480,9975,/Users/khushirawat/Desktop/CDC/data/images/105.png,True,12.703816069256568,2388_-6116
3404700041,20140929T000000,550000,3,2.25,2160,37000,1.5,0,0,4,7,1760,400,1933,0,98052,47.7297,-122.139,2540,37000,/Users/khushirawat/Desktop/CDC/data/images/106.png,True,13.217675375388819,2386_-6107
161000120,20141118T000000,650000,4,2.0,2850,4497,1.5,0,1,3,7,1730,1120,1910,0,98144,47.5876,-122.292,2450,6000,/Users/khushirawat/Desktop/CDC/data/images/107.png,True,13.384729180332174,2379_-6115
7649400170,20141205T000000,675000,3,2.25,2070,2833,2.0,0,2,3,8,1490,580,1966,0,98136,47.5543,-122.398,1940,3794,/Users/khushirawat/Desktop/CDC/data/images/108.png,True,13.42246945133505,2378_-6120
1529300115,20140602T000000,455000,2,1.0,1170,6000,1.0,0,0,4,7,970,200,1941,0,98103,47.6994,-122.354,2130,6002,/Users/khushirawat/Desktop/CDC/data/images/109.png,True,13.02805489573287,2385_-6118
6918720100,20150130T000000,665000,6,3.0,2480,9720,2.0,0,0,3,8,2480,0,1972,0,98007,47.6127,-122.145,2480,9200,/Users/khushirawat/Desktop/CDC/data/images/110.png,True,13.407543823396258,2381_-6107
5244800915,20141016T000000,780000,5,2.5,1660,4000,1.5,0,0,5,8,1660,0,1929,0,98109,47.6452,-122.352,1210,4000,/Users/khushirawat/Desktop/CDC/data/images/111.png,True,13.567050480716235,2382_-6118
1560800150,20150405T000000,450000,4,2.5,1900,9240,1.0,0,0,3,7,1900,0,1962,0,98007,47.6167,-122.137,2040,8052,/Users/khushirawat/Desktop/CDC/data/images/112.png,True,13.017005083966255,2381_-6107
5191100180,20141106T000000,1005000,5,2.0,2440,3080,2.0,0,0,4,8,2440,0,1910,0,98112,47.6242,-122.306,1640,3077,/Users/khushirawat/Desktop/CDC/data/images/113.png,True,13.820499094499693,2381_-6115
2923039017,20140717T000000,510000,2,1.75,1210,131115,1.5,0,0,5,7,1210,0,1950,0,98070,47.4599,-122.45,2020,185565,/Users/khushirawat/Desktop/CDC/data/images/114.png,True,13.1421679654829,2373_-6122
6204200470,20150318T000000,515000,4,2.25,2200,6967,2.0,0,0,3,8,2200,0,1986,0,98011,47.7355,-122.202,1970,7439,/Users/khushirawat/Desktop/CDC/data/images/115.png,True,13.151924121391561,2387_-6110
3832150190,20140520T000000,263000,3,1.75,1570,7775,2.0,0,0,3,7,1570,0,1982,0,98031,47.3876,-122.216,1580,8622,/Users/khushirawat/Desktop/CDC/data/images/116.png,True,12.479913113434042,2369_-6111
1623049133,20140729T000000,205000,4,2.0,2200,13320,1.0,0,0,3,6,1100,1100,1944,0,98168,47.481,-122.292,1330,6099,/Users/khushirawat/Desktop/CDC/data/images/120.png,True,12.230770136157428,2374_-6115
3625059166,20150107T000000,553000,3,1.0,1310,18135,1.0,0,0,3,7,1310,0,1948,0,98008,47.6065,-122.113,2150,18135,/Users/khushirawat/Desktop/CDC/data/images/121.png,True,13.223115088821102,2380_-6106
4389200796,20140522T000000,1600000,3,2.5,3160,12824,1.0,0,2,4,9,1820,1340,1966,0,98004,47.6151,-122.216,3390,11985,/Users/khushirawat/Desktop/CDC/data/images/122.png,True,14.285514812209815,2381_-6111
7955050250,20141125T000000,442500,4,2.25,1840,7575,1.0,0,0,4,7,1390,450,1973,0,98034,47.7328,-122.198,1820,7500,/Users/khushirawat/Desktop/CDC/data/images/123.png,True,13.000198003314573,2387_-6110
9412400185,20140619T000000,1309500,4,4.5,4750,13912,2.0,0,2,3,10,3600,1150,2005,0,98118,47.5332,-122.265,3600,22124,/Users/khushirawat/Desktop/CDC/data/images/124.png,True,14.08515670657986,2377_-6113
2425700005,20150428T000000,760000,3,1.75,1410,15120,1.0,0,0,4,7,1410,0,1950,0,98004,47.5974,-122.195,1880,15120,/Users/khushirawat/Desktop/CDC/data/images/126.png,True,13.541075028051122,2380_-6110
7215730430,20140903T000000,705000,4,3.0,3150,9318,2.0,0,0,3,9,3150,0,2001,0,98075,47.5959,-122.018,3150,9318,/Users/khushirawat/Desktop/CDC/data/images/127.png,True,13.465954500233115,2380_-6101
2287000030,20141014T000000,811000,3,1.75,1870,9897,1.0,0,0,4,8,1870,0,1960,0,98040,47.5505,-122.221,1900,10005,/Users/khushirawat/Desktop/CDC/data/images/128.png,True,13.606024566142413,2378_-6111
3862710200,20140925T000000,414000,3,2.5,1790,3754,2.0,0,0,3,8,1790,0,2013,0,98065,47.534,-121.841,1800,3393,/Users/khushirawat/Desktop/CDC/data/images/129.png,True,12.933623668263472,2377_-6092
476000118,20141212T000000,479950,2,2.25,1360,1336,3.0,0,0,3,8,1360,0,2008,0,98107,47.6714,-122.392,1280,1295,/Users/khushirawat/Desktop/CDC/data/images/130.png,True,13.081439294339882,2384_-6120
2726049034,20141110T000000,2000000,3,3.25,2610,16387,2.0,1,4,3,9,2610,0,2006,0,98125,47.7175,-122.278,2590,12958,/Users/khushirawat/Desktop/CDC/data/images/131.png,True,14.508658238524095,2386_-6114
3127200041,20140613T000000,589000,4,3.0,2440,9600,2.0,0,0,5,7,2440,0,1961,0,98034,47.7044,-122.2,2290,9600,/Users/khushirawat/Desktop/CDC/data/images/133.png,True,13.286183160425152,2385_-6110
937000280,20150220T000000,199000,4,1.0,1280,10521,1.5,0,0,3,7,1280,0,1960,0,98198,47.4215,-122.289,1540,9384,/Users/khushirawat/Desktop/CDC/data/images/134.png,True,12.201065128819632,2371_-6114
7199340480,20141029T000000,495000,3,2.25,1780,8050,1.0,0,0,4,7,1230,550,1979,0,98052,47.6977,-122.126,1780,7200,/Users/khushirawat/Desktop/CDC/data/images/136.png,True,13.112315061750808,2385_-6106
1953400045,20150423T000000,385000,4,3.0,2253,7700,2.0,0,0,3,7,2253,0,1957,2014,98198,47.3935,-122.3,1786,9052,/Users/khushirawat/Desktop/CDC/data/images/137.png,True,12.861001210669146,2370_-6115
7338200240,20140516T000000,437500,3,2.5,2320,36847,2.0,0,2,3,9,2320,0,1992,0,98045,47.4838,-121.714,2550,35065,/Users/khushirawat/Desktop/CDC/data/images/139.png,True,12.988834270491479,2374_-6086
6021503451,20140822T000000,443600,3,2.5,1430,1056,3.0,0,0,3,8,1430,0,2003,0,98117,47.684,-122.388,1310,2135,/Users/khushirawat/Desktop/CDC/data/images/140.png,True,13.002680788738946,2384_-6119
3630200460,20150327T000000,790000,3,2.75,2460,3600,2.0,0,0,3,9,2460,0,2007,0,98029,47.5409,-121.994,2570,3600,/Users/khushirawat/Desktop/CDC/data/images/141.png,True,13.579789490265188,2377_-6100
687600110,20141020T000000,778000,3,2.25,2260,33080,1.0,0,0,5,9,1690,570,1974,0,98005,47.6386,-122.183,3020,35291,/Users/khushirawat/Desktop/CDC/data/images/142.png,True,13.564483088506746,2382_-6109
6788200596,20141016T000000,1285000,4,3.5,3440,3800,3.0,0,0,3,9,3440,0,2014,0,98112,47.6408,-122.307,1760,3800,/Users/khushirawat/Desktop/CDC/data/images/143.png,True,14.06627005452127,2382_-6115
3205400140,20140630T000000,385000,3,1.75,1300,7030,1.0,0,0,3,7,1300,0,1968,0,98034,47.721,-122.179,1450,7650,/Users/khushirawat/Desktop/CDC/data/images/144.png,True,12.861001210669146,2386_-6109
4037200075,20140911T000000,662500,6,2.25,2450,25600,1.0,0,2,3,7,1340,1110,1957,0,98008,47.6061,-122.117,1850,10230,/Users/khushirawat/Desktop/CDC/data/images/145.png,True,13.403777346275337,2380_-6106
7695470120,20140808T000000,610000,3,2.5,2260,33042,1.0,0,0,3,9,1660,600,1986,0,98077,47.7634,-122.086,2600,40115,/Users/khushirawat/Desktop/CDC/data/images/146.png,True,13.321215875492413,2388_-6104
7202290180,20150102T000000,476000,3,2.5,1440,3840,2.0,0,0,3,7,1440,0,2001,0,98053,47.6873,-122.043,1600,3131,/Users/khushirawat/Desktop/CDC/data/images/147.png,True,13.073175234051686,2384_-6102
6159400060,20140805T000000,365000,3,1.5,1640,8301,1.0,0,0,3,7,1290,350,1958,0,98155,47.7443,-122.327,1640,8955,/Users/khushirawat/Desktop/CDC/data/images/148.png,True,12.807655372286902,2387_-6116
3830630060,20140929T000000,245000,3,2.5,1730,7442,2.0,0,0,3,7,1730,0,1987,0,98030,47.3507,-122.178,1630,6458,/Users/khushirawat/Desktop/CDC/data/images/149.png,True,12.409017571151187,2368_-6109
1774200230,20150120T000000,585000,6,3.0,3870,43787,2.0,0,0,3,8,2700,1170,1976,0,98077,47.7642,-122.098,2600,35381,/Users/khushirawat/Desktop/CDC/data/images/150.png,True,13.279368835614243,2388_-6105
8856500120,20150210T000000,278800,4,2.5,2440,7797,1.0,0,0,3,8,1560,880,1965,0,98031,47.3895,-122.222,2090,8100,/Users/khushirawat/Desktop/CDC/data/images/151.png,True,12.538253544662647,2369_-6111
2329800240,20150218T000000,285000,4,3.0,1900,7194,2.0,0,0,4,7,1900,0,1988,0,98042,47.3768,-122.117,1690,7194,/Users/khushirawat/Desktop/CDC/data/images/152.png,True,12.560247968016562,2369_-6106
4307330120,20140917T000000,320000,3,2.5,1680,4584,2.0,0,0,3,7,1680,0,2003,0,98056,47.4794,-122.182,2160,4621,/Users/khushirawat/Desktop/CDC/data/images/153.png,True,12.676079399771027,2374_-6109
3629970680,20141112T000000,524950,2,2.5,1830,2856,2.0,0,0,3,7,1830,0,2005,0,98029,47.5524,-121.996,1850,2667,/Users/khushirawat/Desktop/CDC/data/images/154.png,True,13.1710602038846,2378_-6100
4309700190,20140724T000000,725000,4,2.5,3300,28433,2.0,0,0,3,9,3300,0,1998,0,98059,47.5072,-122.112,3550,26386,/Users/khushirawat/Desktop/CDC/data/images/155.png,True,13.493928313146206,2375_-6106
